Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),NCBI gene ID
ENSG00000181778,9,68536580,68540867,169693
ENSG00000130045,9,88535101,88584274,158046
ENSG00000165124,9,110365251,110579880,79987
ENSG00000165119,9,83968083,83980616,3190
ENSG00000260230,9,109130293,109167291,23732
ENSG00000095261,9,120815496,120842984,5711
ENSG00000214654,9,120793551,120799918,
ENSG00000167130,9,129081100,129090438,57171
ENSG00000148057,9,83623049,83644130,414328
ENSG00000147853,9,4709559,4742043,50808
ENSG00000119411,9,113349541,113371233,54836
ENSG00000107263,9,131576770,131740074,2889
ENSG00000107223,9,136862119,136866286,8721
ENSG00000136868,9,113221562,113264492,1317
ENSG00000122711,9,33218365,33248567,27290
ENSG00000221829,9,35073835,35080016,2189
ENSG00000160401,9,127706989,127716002,286207
ENSG00000188938,9,93446494,93453592,158293
ENSG00000119138,9,70384597,70414624,687
ENSG00000188959,9,110190048,110208189,401546
ENSG00000136859,9,127087332,127122883,23452
ENSG00000070061,9,108867517,108934116,8518
ENSG00000188747,9,137423350,137434406,10811
ENSG00000274349,9,66856426,66932141,26149
ENSG00000148339,9,128068201,128109245,114789
ENSG00000127081,9,92845031,92878038,83744
ENSG00000171102,9,133205277,133209250,29989
ENSG00000127083,9,92414245,92424461,4958
ENSG00000165695,9,132725578,132878777,158067
ENSG00000180549,9,137030174,137033010,2529
ENSG00000086102,9,33290511,33371157,4799
ENSG00000175764,9,121821928,122093606,158135
ENSG00000148229,9,113407235,113410672,54107
ENSG00000205808,9,4662315,4665258,403313
ENSG00000204291,9,98943179,99070792,1306
ENSG00000165188,9,113297093,113303376,138065
ENSG00000197969,9,77177353,77421541,23230
ENSG00000119383,9,129110950,129148946,5524
ENSG00000119326,9,108942569,109013529,8727
ENSG00000165115,9,83836698,83921465,55582
ENSG00000185863,9,137170858,137172409,100505993
ENSG00000165029,9,104781002,104928237,19
ENSG00000136783,9,104747688,104760122,25934
ENSG00000198785,9,101569353,101738580,116443
ENSG00000198722,9,35161992,35405338,10497
ENSG00000106723,9,88388419,88478694,10927
ENSG00000136810,9,110243811,110256640,7295
ENSG00000165724,9,137582079,137590490,116225
ENSG00000044574,9,125234853,125241330,3309
ENSG00000106692,9,105558130,105641118,2218
ENSG00000136933,9,125200542,125234158,10244
ENSG00000230601,9,114666434,114682066,100505478
ENSG00000235106,9,134025439,134034666,
ENSG00000169925,9,134030305,134068535,8019
ENSG00000204246,9,104535749,104536856,138803
ENSG00000011454,9,122940833,123104866,2844
ENSG00000011454,9,122940833,123104866,23637
ENSG00000136883,9,114086126,114099291,113220
ENSG00000155827,9,101533851,101563344,56254
ENSG00000136840,9,127907886,127917038,27090
ENSG00000135047,9,87725519,87731393,1514
ENSG00000187003,9,108862266,108863759,10881
ENSG00000215126,9,41131306,41199261,150472
ENSG00000215126,9,41131306,41199261,644019
ENSG00000137075,9,36336396,36487548,152006
ENSG00000148356,9,127451486,127503501,90678
ENSG00000080503,9,1980290,2193624,6595
ENSG00000196152,9,127424374,127445372,7633
ENSG00000197958,9,127447674,127451405,6136
ENSG00000048828,9,93451722,93566107,23196
ENSG00000083067,9,70529063,71446904,80036
ENSG00000123975,9,89311198,89316703,1164
ENSG00000204193,9,110303521,110337884,255220
ENSG00000130559,9,135808487,135907228,157922
ENSG00000148408,9,137877789,138124624,774
ENSG00000106686,9,4553386,4666674,55064
ENSG00000228623,9,112957722,113050043,169834
ENSG00000147852,9,2621834,2660053,7436
ENSG00000137077,9,34709005,34710124,6366
ENSG00000165140,9,94603133,94640249,2203
ENSG00000165264,9,32552999,32573184,4712
ENSG00000198963,9,74497365,74693177,6096
ENSG00000177992,9,87882826,87888899,286234
ENSG00000197506,9,84275457,84340683,64078
ENSG00000178966,9,83980711,84004074,80010
ENSG00000167118,9,128371319,128392016,81605
ENSG00000167114,9,128340646,128361470,10999
ENSG00000119402,9,120751978,120793412,26190
ENSG00000175854,9,128275379,128288990,375757
ENSG00000177125,9,126860665,126885878,403341
ENSG00000169155,9,126805006,126838210,23099
ENSG00000165118,9,83938311,83956986,84267
ENSG00000165113,9,83739421,83829516,80318
ENSG00000136918,9,124853417,124857890,401551
ENSG00000136824,9,104094260,104141417,10592
ENSG00000165698,9,132878027,132890201,11092
ENSG00000138835,9,113444731,113597743,5998
ENSG00000119431,9,113373419,113376999,81932
ENSG00000173077,9,115141818,115402644,50514
ENSG00000148248,9,133361449,133376166,6836
ENSG00000171169,9,128061233,128068206,203245
ENSG00000228278,9,114329869,114333252,5005
ENSG00000276203,9,66106815,66153135,441425
ENSG00000135049,9,85546539,85742029,23287
ENSG00000136939,9,122723990,122724925,254973
ENSG00000165699,9,132891348,132944633,7248
ENSG00000184709,9,137168758,137170051,389816
ENSG00000196781,9,81583683,81689305,7088
ENSG00000148334,9,128120693,128128462,80142
ENSG00000198853,9,35490127,35561898,9853
ENSG00000283486,9,38540569,38577207,100289137
ENSG00000173679,9,122661566,122662648,26737
ENSG00000160408,9,127885321,127905408,30815
ENSG00000171496,9,122567117,122583384,138881
ENSG00000188152,9,96928310,96940253,441457
ENSG00000096968,9,4984390,5128183,3717
ENSG00000204612,9,77019655,77020953,442425
ENSG00000244187,9,136791355,136793257,85014
ENSG00000106868,9,112040785,112175408,64420
ENSG00000187791,9,34889064,34895778,100129969
ENSG00000165025,9,90801787,90898549,6850
ENSG00000122733,9,34957608,34982544,23349
ENSG00000123454,9,133636360,133659344,1621
ENSG00000186788,9,81943586,81950038,389762
ENSG00000136888,9,114587746,114598373,9550
ENSG00000106689,9,124001670,124033301,9355
ENSG00000176978,9,137110542,137115177,29952
ENSG00000041982,9,115019578,115118257,3371
ENSG00000107021,9,128787204,128810432,54662
ENSG00000187753,9,86220265,86259657,389766
ENSG00000136839,9,104617248,104618204,286362
ENSG00000276119,9,104604671,104605627,392376
ENSG00000186943,9,104569168,104570130,138802
ENSG00000127084,9,92947451,93036236,89846
ENSG00000185972,9,36169394,36171334,881
ENSG00000120160,9,27284659,27297139,54586
ENSG00000164978,9,34329506,34343713,318
ENSG00000148300,9,133406059,133418096,57109
ENSG00000186193,9,137062124,137070588,89958
ENSG00000106714,9,39072767,39288315,79937
ENSG00000215187,9,35561831,35563899,730112
ENSG00000160271,9,133097720,133149334,5900
ENSG00000188312,9,92325484,92620533,401541
ENSG00000147996,9,65668805,65734041,220869
ENSG00000147996,9,65668805,65734041,445571
ENSG00000147996,9,65668805,65734041,644019
ENSG00000119508,9,99821855,99866891,8013
ENSG00000172159,9,83242990,83538546,257019
ENSG00000148341,9,129007036,129028303,56904
ENSG00000197191,9,137224635,137226311,375791
ENSG00000182752,9,116153804,116402322,5069
ENSG00000106701,9,105447796,105552433,83856
ENSG00000171097,9,128832942,128882494,883
ENSG00000180071,9,38571358,38620660,253650
ENSG00000241697,9,100473113,100577636,8577
ENSG00000177239,9,137086927,137109187,11253
ENSG00000165233,9,93096218,93113283,84270
ENSG00000165204,9,122800123,122801073,392392
ENSG00000239590,9,122519141,122520082,26219
ENSG00000148308,9,133030675,133058503,9328
ENSG00000167103,9,127920879,127930797,138429
ENSG00000188386,9,101591615,101595021,5535
ENSG00000251349,9,100442271,100577636,
ENSG00000127080,9,92613184,92670265,64768
ENSG00000107290,9,132261356,132354985,23064
ENSG00000106799,9,99104038,99154192,7046
ENSG00000148218,9,113386317,113401333,210
ENSG00000106952,9,114893343,114930595,944
ENSG00000136950,9,124862130,124877733,81873
ENSG00000175164,9,133250401,133275214,28
ENSG00000197233,9,122510802,122511743,26740
ENSG00000148123,9,101028709,101325135,54886
ENSG00000279073,9,137031241,137040436,
ENSG00000095370,9,127738317,127778741,10044
ENSG00000127191,9,136881912,136926607,7186
ENSG00000107249,9,3824127,4348392,169792
ENSG00000185920,9,95442980,95517057,5727
ENSG00000165688,9,136410570,136423761,23203
ENSG00000059769,9,111631352,111654351,548645
ENSG00000187764,9,89360787,89498130,10507
ENSG00000135048,9,71683366,71816690,23670
ENSG00000137103,9,35814451,35865518,51754
ENSG00000147885,9,21216373,21217311,3449
ENSG00000136935,9,124878357,124948492,2800
ENSG00000119408,9,124257606,124353307,10783
ENSG00000148288,9,133152948,133163945,26301
ENSG00000171481,9,122675036,122676153,26735
ENSG00000106819,9,92456205,92482506,54829
ENSG00000168795,9,37438114,37465399,9925
ENSG00000182150,9,95875701,96014571,375748
ENSG00000119523,9,99216426,99221956,85365
ENSG00000197816,9,97307304,97378524,100499483
ENSG00000156052,9,77716087,78031458,2776
ENSG00000165275,9,37753803,37778972,158234
ENSG00000081386,9,96755865,96778129,22869
ENSG00000185681,9,122159908,122200088,254956
ENSG00000148175,9,121338988,121370304,2040
ENSG00000165282,9,35088688,35096601,84720
ENSG00000204001,9,136754386,136758543,138307
ENSG00000106789,9,98120975,98192640,7464
ENSG00000168263,9,2717502,2730037,169522
ENSG00000126883,9,131125561,131234670,8021
ENSG00000174038,9,35041095,35045991,138724
ENSG00000173611,9,124942608,125143506,286205
ENSG00000135052,9,86026146,86100173,51280
ENSG00000185585,9,124777158,124814885,169611
ENSG00000179055,9,104694379,104695485,286365
ENSG00000123453,9,133663560,133739955,1757
ENSG00000106991,9,127815012,127854756,2022
ENSG00000175768,9,37582646,37592642,401505
ENSG00000080608,9,2720469,2844241,9933
ENSG00000148384,9,136428619,136439823,56623
ENSG00000135002,9,76385517,76394517,55312
ENSG00000130950,9,94318196,94328644,54754
ENSG00000160404,9,127731524,127735317,27433
ENSG00000136830,9,127505339,127578989,64855
ENSG00000197724,9,93576407,93679587,5253
ENSG00000119457,9,112878920,112890913,57864
ENSG00000136925,9,97600080,97633575,158427
ENSG00000135040,9,85941146,86022298,60560
ENSG00000165028,9,104764157,104777457,55335
ENSG00000160446,9,128720869,128724127,84885
ENSG00000148291,9,133356552,133361169,6835
ENSG00000148303,9,133348214,133351426,6130
ENSG00000136881,9,101360417,101383519,570
ENSG00000148215,9,122788933,122789895,392391
ENSG00000171501,9,122553112,122554214,138882
ENSG00000066697,9,100427156,100451711,91283
ENSG00000070601,9,37651000,37746904,22844
ENSG00000107371,9,37766978,37801437,51010
ENSG00000125485,9,132592997,132670401,64794
ENSG00000130948,9,96235306,96302152,3293
ENSG00000107281,9,137039470,137046203,56654
ENSG00000106803,9,99222064,99230615,10952
ENSG00000147905,9,37120539,37358149,84186
ENSG00000176919,9,136945246,136946974,733
ENSG00000176386,9,113255835,113275589,246184
ENSG00000136867,9,113150942,113164137,1318
ENSG00000272896,9,136791379,136800595,
ENSG00000276581,9,60914374,60920650,727905
ENSG00000196092,9,36833275,37034185,5079
ENSG00000204930,9,35816391,35828747,392307
ENSG00000147883,9,22002903,22009363,1030
ENSG00000054148,9,136848724,136851027,29085
ENSG00000136854,9,127579370,127696027,6812
ENSG00000242616,9,111661335,111670246,2790
ENSG00000131669,9,93121489,93134288,4814
ENSG00000258728,9,34646645,34657113,
ENSG00000213927,9,34661880,34664048,10850
ENSG00000137070,9,34650702,34661892,3590
ENSG00000120162,9,27325209,27529781,79817
ENSG00000120159,9,26840685,26892804,79886
ENSG00000137054,9,37485935,37503697,64425
ENSG00000136874,9,99906633,99970341,55014
ENSG00000148225,9,113313222,113340298,114987
ENSG00000196305,9,92210207,92293756,3376
ENSG00000130717,9,131523801,131531268,83549
ENSG00000122692,9,33041764,33076659,55234
ENSG00000095380,9,98056739,98083075,54187
ENSG00000176399,9,22446841,22455740,63951
ENSG00000137090,9,841690,969090,1761
ENSG00000044459,9,17134982,17503923,54875
ENSG00000107099,9,214854,465259,81704
ENSG00000107317,9,136975092,136981742,5730
ENSG00000107262,9,33247820,33264720,573
ENSG00000148153,9,112683926,112718236,58493
ENSG00000130957,9,94558720,94593793,8789
ENSG00000174482,9,27948078,28670286,158038
ENSG00000159921,9,36214441,36277056,10020
ENSG00000137038,9,7796490,7888380,90871
ENSG00000137080,9,21165637,21166660,3452
ENSG00000148396,9,136440096,136483759,9919
ENSG00000172724,9,34689567,34691277,6363
ENSG00000165181,9,111686173,111795008,158401
ENSG00000156017,9,74981020,75028423,138199
ENSG00000184434,9,26993136,27005693,64922
ENSG00000148362,9,136992418,136993984,286257
ENSG00000080298,9,3218297,3526004,5991
ENSG00000130723,9,131394093,131500197,84726
ENSG00000050555,9,131009082,131094473,10319
ENSG00000134996,9,75088543,75147265,26578
ENSG00000122728,9,32629454,32635669,138474
ENSG00000106823,9,92493554,92536655,1842
ENSG00000260691,9,67859147,67902094,84210
ENSG00000188523,9,132410043,132573317,389799
ENSG00000159069,9,136940435,136944696,54461
ENSG00000187210,9,76419850,76507416,2650
ENSG00000165280,9,35056064,35073249,7415
ENSG00000106785,9,98069275,98119212,9830
ENSG00000126878,9,131096476,131123152,83543
ENSG00000119397,9,121074863,121177610,11064
ENSG00000255872,9,37588413,38068687,
ENSG00000198000,9,92297358,92325636,55035
ENSG00000158122,9,96639577,96655303,195827
ENSG00000119509,9,100099256,100301000,27130
ENSG00000165244,9,96385941,96418329,195828
ENSG00000106852,9,122202577,122229626,26468
ENSG00000107331,9,137007227,137028922,20
ENSG00000284341,9,136977518,136985435,
ENSG00000160539,9,131289694,131309262,84814
ENSG00000095383,9,98198999,98255721,55357
ENSG00000213213,9,136796350,136807741,84960
ENSG00000158169,9,95099054,95426796,2176
ENSG00000165023,9,90609832,90643105,54769
ENSG00000130222,9,89605013,89606555,10912
ENSG00000106772,9,76611376,76906087,158471
ENSG00000196642,9,136807943,136841187,55684
ENSG00000099139,9,75890644,76362339,5125
ENSG00000106853,9,111549722,111599855,22949
ENSG00000196116,9,97411950,97496125,23424
ENSG00000175787,9,94259311,94301454,169841
ENSG00000135045,9,74946581,74952886,55071
ENSG00000135046,9,73151757,73170393,301
ENSG00000171133,9,111327483,111330183,26248
ENSG00000283526,9,131545514,131558620,
ENSG00000136842,9,97501180,97601748,7111
ENSG00000167094,9,127716066,127731600,158248
ENSG00000235453,9,32551144,32568621,100129250
ENSG00000136813,9,111360692,111484745,23392
ENSG00000125482,9,132375548,132406851,7270
ENSG00000204779,9,65282101,65285209,653427
ENSG00000205108,9,34723055,34729467,259308
ENSG00000214402,9,136981904,136986410,401562
ENSG00000177943,9,136850943,136860799,158056
ENSG00000232434,9,136844415,136848801,389813
ENSG00000136875,9,113275343,113292905,9128
ENSG00000130714,9,131502902,131523806,10585
ENSG00000148158,9,112750838,112881671,401548
ENSG00000148120,9,94726701,95087218,84909
ENSG00000148110,9,94374551,94461042,84641
ENSG00000244115,9,111631386,111670229,552891
ENSG00000106733,9,75060573,75088217,54981
ENSG00000173258,9,111525159,111577844,158399
ENSG00000187186,9,34664163,34666112,730098
ENSG00000137100,9,34613545,34620523,11258
ENSG00000165092,9,72900662,73080442,216
ENSG00000119125,9,72114595,72257193,9615
ENSG00000119321,9,113161006,113221361,23307
ENSG00000086062,9,33104082,33167356,2683
ENSG00000148154,9,111896766,111935369,7357
ENSG00000107185,9,35749287,35758575,9827
ENSG00000170777,9,6328375,6331900,89882
ENSG00000164989,9,15553086,16061663,203238
ENSG00000169583,9,136994635,136996803,9022
ENSG00000136928,9,98288082,98709197,9568
ENSG00000177984,9,136759634,136766255,389812
ENSG00000126882,9,131258076,131276547,286336
ENSG00000137074,9,32972606,33025168,54840
ENSG00000136937,9,97633626,97673748,4686
ENSG00000165689,9,136401922,136410609,10807
ENSG00000165304,9,36572862,36677683,9833
ENSG00000205143,9,34621379,34628107,138715
ENSG00000196196,9,35906192,35907141,646962
ENSG00000155875,9,18927658,19049354,158297
ENSG00000147854,9,6413151,6507054,115426
ENSG00000188379,9,21384254,21385388,3440
ENSG00000186803,9,21206181,21207143,3446
ENSG00000137073,9,33921693,34048949,55833
ENSG00000186638,9,34252381,34311371,347240
ENSG00000165006,9,34179005,34252523,51271
ENSG00000228083,9,21239002,21239991,3448
ENSG00000107201,9,32455705,32526324,23586
ENSG00000147955,9,34634722,34637809,10280
ENSG00000204669,9,72051376,72072721,138240
ENSG00000168913,9,34521040,34523041,375704
ENSG00000122756,9,34551432,34590140,1271
ENSG00000235387,9,35909483,35937153,158376
ENSG00000164970,9,34398184,34458570,203259
ENSG00000107295,9,17579082,17797129,6456
ENSG00000178031,9,17906563,18910950,92949
ENSG00000137040,9,6011043,6015625,26953
ENSG00000183354,9,5881596,6007901,158358
ENSG00000120215,9,5890802,5910606,2315
ENSG00000107077,9,6720863,7175648,23081
ENSG00000183784,9,212824,215741,157983
ENSG00000137133,9,35812960,35815354,84681
ENSG00000215183,9,35752990,35756613,692094
ENSG00000120235,9,21349835,21351378,3443
ENSG00000173068,9,16409503,16870843,54796
ENSG00000205549,9,16203935,16276313,100129385
ENSG00000070610,9,35736866,35749228,57704
ENSG00000188352,9,20658309,20995955,54914
ENSG00000164975,9,15422704,15465953,6619
ENSG00000164985,9,15464066,15511019,11168
ENSG00000131668,9,93951622,93955372,56033
ENSG00000107372,9,72351425,72365235,7763
ENSG00000278889,9,35957108,35958154,56656
ENSG00000197579,9,32540544,32552553,10210
ENSG00000119121,9,74722495,74888094,140803
ENSG00000213930,9,34638133,34651035,2592
ENSG00000165091,9,72521801,72836351,117531
ENSG00000147894,9,27546545,27573866,203228
ENSG00000096872,9,26947039,27062930,80173
ENSG00000155621,9,71911510,71986054,138241
ENSG00000122694,9,36136536,36163913,152007
ENSG00000205442,9,24542952,24545946,100129669
ENSG00000107105,9,23690104,23826337,1993
ENSG00000155876,9,19049395,19050983,10670
ENSG00000147889,9,21967753,21995301,1029
ENSG00000198642,9,21329671,21335380,55958
ENSG00000188921,9,20999515,21031636,401494
ENSG00000184995,9,21480839,21482313,338376
ENSG00000120242,9,21409147,21410185,3445
ENSG00000234829,9,21227243,21228222,3451
ENSG00000171855,9,21077105,21077963,3456
ENSG00000107104,9,470291,746106,23189
ENSG00000010438,9,33750466,33799231,5646
ENSG00000230453,9,33524394,33573009,441459
ENSG00000122707,9,36036433,36124451,8434
ENSG00000107362,9,71862452,71910931,51104
ENSG00000165238,9,93184916,93320572,65268
ENSG00000122729,9,32384603,32454769,48
ENSG00000198680,9,25676389,25678440,286319
ENSG00000168828,9,35869263,35870601,392309
ENSG00000147874,9,19053143,19103119,54801
ENSG00000164976,9,34366670,34376853,57462
ENSG00000122735,9,34457414,34520989,27019
ENSG00000264545,9,21802636,22032986,
ENSG00000137076,9,35696948,35732395,7094
ENSG00000198467,9,35681992,35691020,7169
ENSG00000164967,9,34610486,34612104,138716
